record_id	subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	object_category	mapping_justification	author_id	author_label	reviewer_id	reviewer_label	creator_id	creator_label	license	subject_type	subject_source	subject_source_version	object_source_version	mapping_date	publication_date	comment	replaces
hrim:8f3d75d9	onz-g:Organism	Organisme@nl	hriv:hasBroaderMeaningThan		hrio:Animal	Animal@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo F. Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/	owl class	http://purl.org/ozo/onz-g#	2.8.1	0.9.2	2025-09-02	2025-09-05		
hrim:DEA9D700	care-sm:Sex	Biological sex@en	hriv:hasExactMeaning		hrio:Sex	Sex@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos	orcid:0009-0002-3089-9558	Ana Konrad	https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://w3id.org/CARE-SM	1.0.0	2.1.0	2026-03-13	2026-03-23	The source denotes biological sex at the person level. Sex fits because the label, definition, and scope align, and nothing in the source requires a narrower reading such as sex at birth, phenotypic sex, or karyotypic sex. Created with support from the Mapping Assistant.	
hrim:51584C4C	ncit:C205470	Gender Fluid@en	hriv:hasNarrowerMeaningThan		hrio:SelfIdentifiedGender	Self-identified Gender@en	mode	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos	orcid:0009-0002-3089-9558	Ana Konrad	https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — GENIDENT (Gender Identity Response)	2.1.0	2026-03-13	2026-03-23	Gender Fluid is used in the source as a gender identity response value. Self-identified Gender is the relevant broader target because HRIO explicitly treats it as Gender Identity and defines it as a gender identified by the person. Exact equivalence was not used because the source gives no formal definition and HRIO has no fluid-specific class. Created with support from the Mapping Assistant.	
hrim:D6A55786	ncit:C16576	Female@en	hriv:hasExactMeaning	Not	hrio:Female	Female@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	This CDISC value is intentionally broad and can mean female as sex, female as gender role, or both. Female is the closest HRIO comparison target because it preserves that mixed reading, but exact equivalence was rejected because the source remains semantically mixed and qualifier alignment is not explicit. Created with support from the Mapping Assistant.	
hrim:8A6B879C	ncit:C16576	Female@en	hriv:hasExactMeaning	Not	hrio:FemaleSex	Female Sex@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	This CDISC value can refer to female as sex, female as gender role, or both. Female Sex is the relevant sex-specific comparison target, but exact equivalence was rejected because the source is not limited to sex alone. Created with support from the Mapping Assistant.	
hrim:D0030061	ncit:C16576	Female@en	hriv:hasExactMeaning	Not	hrio:FemaleGender	Female Gender@en	phaseMixin	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	This CDISC value can refer to female as sex, female as gender role, or both. Female Gender is the relevant gender-specific comparison target, but exact equivalence was rejected because the source is not limited to gender alone. Created with support from the Mapping Assistant.	
hrim:67B26CF8	ncit:C45908	Intersex@en	hriv:hasExactMeaning	Not	hrio:SexAtBirthIndeterminateSex	Sex-at-birth Indeterminate Sex@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	Here, Intersex is used as a sex-at-birth response option. Sex-at-birth Indeterminate Sex is the closest comparison target because it represents an indeterminate birth-record sex classification. Exact equivalence was rejected because HRIO defines Sex-at-birth Indeterminate Sex more formally than the source evidence supports. Created with support from the Mapping Assistant.	
hrim:C71CCB34	ncit:C45908	Intersex@en	hriv:hasExactMeaning	Not	hrio:PhenotypicAmbiguousSex	Phenotypic Ambiguous Sex@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	Here, Intersex is used as a sex-at-birth response option. Phenotypic Ambiguous Sex is a relevant comparison target because the same source file also uses intersex for variation in physical sex characteristics. Exact equivalence was rejected because Phenotypic Ambiguous Sex is a phenotypic assessment class, not the same as this source value in a sex-at-birth list. Created with support from the Mapping Assistant.	
hrim:B35F39C3	ncit:C45908	Intersex@en	hriv:hasExactMeaning	Not	hrio:IndeterminateSex	Indeterminate Sex@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	Here, Intersex is used as a sex-at-birth response option. Indeterminate Sex is a relevant comparison target because it covers non-binary biological sex classification. Exact equivalence was rejected because Indeterminate Sex is broader than the source evidence and does not preserve the explicit sex-at-birth context. Created with support from the Mapping Assistant.	
hrim:E3412216	hri-cdash:variation-in-physical-sex-characteristics	Variation in physical sex characteristics@en	hriv:hasExactMeaning	Not	hrio:IndeterminateDimorphicCharacteristic	Indeterminate Dimorphic Characteristic@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.cdisc.org/kb/ecrf/sexual-orientation-gender-identity-sogi	Sexual Orientation & Gender Identity (SOGI) | CDISC — public page, version not stated	2.1.0	2026-03-13	2026-03-23	Variation in physical sex characteristics refers to intersex or difference-in-sex-development wording centered on physical sex characteristics. Indeterminate Dimorphic Characteristic is the relevant target because it covers traits that do not clearly fit male or female patterns, but exact equivalence was rejected because it does not preserve the source's full meaning and qualifier profile. Created with support from the Mapping Assistant.	
hrim:52BBB31A	hri-cdash:variation-in-physical-sex-characteristics	Variation in physical sex characteristics@en	hriv:hasExactMeaning	Not	hrio:IndeterminateVisualSexCharacteristic	Indeterminate Visual Sex Characteristic@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.cdisc.org/kb/ecrf/sexual-orientation-gender-identity-sogi	Sexual Orientation & Gender Identity (SOGI) | CDISC — public page, version not stated	2.1.0	2026-03-13	2026-03-23	This source concept is about variation in physical sex characteristics. Indeterminate Visual Sex Characteristic is relevant because it captures anatomical features that do not clearly fit male-typical or female-typical categories, but exact equivalence was rejected because the target is restricted to visual characteristics and does not preserve the full source framing. Created with support from the Mapping Assistant.	
hrim:B1A2A428	hri-cdash:variation-in-physical-sex-characteristics	Variation in physical sex characteristics@en	hriv:hasExactMeaning	Not	hrio:PhenotypicAmbiguousSex	Phenotypic Ambiguous Sex@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.cdisc.org/kb/ecrf/sexual-orientation-gender-identity-sogi	Sexual Orientation & Gender Identity (SOGI) | CDISC — public page, version not stated	2.1.0	2026-03-13	2026-03-23	The source meaning centers on variation in physical sex characteristics rather than on a classification result. Phenotypic Ambiguous Sex is relevant because it represents ambiguity in observable sex characteristics, but exact equivalence was rejected because the target is an assessment-based sex classification and not the variation itself. Created with support from the Mapping Assistant.	
hrim:77D461F5	hri-cdash:variation-in-physical-sex-characteristics	Variation in physical sex characteristics@en	hriv:hasExactMeaning	Not	hrio:IndeterminateSex	Indeterminate Sex@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.cdisc.org/kb/ecrf/sexual-orientation-gender-identity-sogi	Sexual Orientation & Gender Identity (SOGI) | CDISC — public page, version not stated	2.1.0	2026-03-13	2026-03-23	This concept is about variation in physical sex characteristics. Indeterminate Sex is relevant because it captures cases where biological traits do not support clear male or female classification, but exact equivalence was rejected because the target is a broader sex category rather than the source's characteristic-variation concept. Created with support from the Mapping Assistant.	
hrim:1209BC2A	ncit:C20197	Male@en	hriv:hasExactMeaning	Not	hrio:Male	Male@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	The source value Male intentionally combines male-as-sex and male-as-gender. Male is the relevant target because it represents a consolidated male classification, but exact equivalence was rejected because the source also keeps unresolved framing between a coded value and a person reading. Created with support from the Mapping Assistant.	
hrim:8A8D6075	ncit:C20197	Male@en	hriv:hasExactMeaning	Not	hrio:Man	Man@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	The source value Male is defined with person wording while also being used as a selectable coded value. Man is the relevant target because it captures persons classified as male, but exact equivalence was rejected because the source still collapses sex and gender and does not commit cleanly to a person class. Created with support from the Mapping Assistant.	
hrim:38E3E6B8	ncit:C20197	Male@en	hriv:hasExactMeaning	Not	hrio:MaleSex	Male Sex@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	The source value Male explicitly covers biological sex distinctions, cultural gender role distinctions, or both. Male Sex is the relevant target for the sex-only reading, but exact equivalence was rejected because the source is not limited to biological sex classification. Created with support from the Mapping Assistant.	
hrim:70C2BF1B	ncit:C20197	Male@en	hriv:hasExactMeaning	Not	hrio:MaleGender	Male Gender@en	phaseMixin	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	The source value Male explicitly covers biological sex distinctions, cultural gender role distinctions, or both. Male Gender is the relevant target for the gender-only reading, but exact equivalence was rejected because the source is not limited to gender classification. Created with support from the Mapping Assistant.	
hrim:FB2D64D9	ncit:C158277	Gender identity@en	hriv:hasExactMeaning		hrio:SelfIdentifiedGender	Self-identified Gender@en	mode	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos	orcid:0009-0002-3089-9558	Ana Konrad	https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SCTEST (Subject Characteristic Test Name)	2.1.0	2026-03-13	2026-03-23	Gender identity here means the gender a person reports as their own identity. Self-identified Gender matches because HRIO uses Gender Identity as an alternative label and defines it as gender established through self-identification rather than by others. Created with support from the Mapping Assistant.	
hrim:20C61A73	ncit:C17998	Gender Identity = Unknown@en	hriv:hasExactMeaning	Not	hrio:SelfIdentifiedGender	Self-identified Gender@en	mode	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — GENIDENT (Gender Identity Response)	2.1.0	2026-03-13	2026-03-23	For this self-reported gender identity question, Unknown indicates that the participant's gender identity is not known rather than stating an actual gender identity. Self-identified Gender is the relevant comparison target because it represents gender identity in HRIO, but exact equivalence was rejected because the target denotes an actual self-identified gender, not an unknown or missing response. Created with support from the Mapping Assistant.	
hrim:F75FEF86	ncit:C205468	Non-Binary@en	hriv:hasExactMeaning		hrio:SelfIdentifiedNonBinaryGender	Self-identified Non-binary Gender@en	phase	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos	orcid:0009-0002-3089-9558	Ana Konrad	https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — GENIDENT (Gender Identity Response)	2.1.0	2026-03-13	2026-03-23	Non-Binary here is a respondent-selected gender identity value, not a person class or a general sex/gender status. Self-identified Non-binary Gender matches because it represents a non-binary gender held through self-identification in the same meaning. Created with support from the Mapping Assistant.	
hrim:EFED761C	ncit:C205472	Sex at birth (including Sex Assigned at Birth / Sex Reported at Birth)@en	hriv:hasExactMeaning		hrio:SexAtBirth	Sex at Birth@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SCTEST (Subject Characteristic Test Name)	2.1.0	2026-03-13	2026-03-23	This source concept refers to a person's sex classification as formally recorded at birth, including the birth-certificate framing used in the CDISC contexts. Sex at Birth is the relevant HRIO target because it matches that recorded-at-birth meaning and the same person-level scope. Created with support from the Mapping Assistant.	
hrim:36F36C72	ncit:C17998	Sex = Unknown@en	hriv:hasExactMeaning	Not	hrio:PhenotypicAmbiguousSex	Phenotypic Ambiguous Sex@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	In this phenotypic sex field, Unknown indicates that the subject's sex is not known rather than that the subject has an ambiguous sex classification. Phenotypic Ambiguous Sex is the closest comparison target in the same assessment context, but exact equivalence was rejected because it denotes an actual ambiguous phenotypic sex classification, not an unknown or missing value. Created with support from the Mapping Assistant.	
hrim:7CE3271C	ncit:C17998	Sex = Unknown@en	hriv:hasExactMeaning	Not	hrio:IndeterminateSex	Indeterminate Sex@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	This source value indicates that sex is unknown in a phenotypic assessment context, not that the subject has a substantive indeterminate sex classification. Indeterminate Sex is a relevant comparison target, but exact equivalence was rejected because it denotes an actual indeterminate sex classification rather than an unknown or missing response. Created with support from the Mapping Assistant.	
hrim:FA51714B	ncit:C46121	Transgender Man/Boy@en	hriv:hasExactMeaning	Not	hrio:SelfIdentifiedMaleGenderPerson	Self-identified Male-gender Person@en	phase	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — GENIDENT (Gender Identity Response)	2.1.0	2026-03-13	2026-03-23	Transgender Man/Boy is a self-reported gender identity value that combines male identity with transgender status. Self-identified Male-gender Person is the relevant comparison target because it preserves the self-identified male side of that meaning. Exact equivalence was rejected because this target does not also capture the transgender component. Created with support from the Mapping Assistant.	
hrim:5C1732B3	ncit:C46121	Transgender Man/Boy@en	hriv:hasExactMeaning	Not	hrio:SelfIdentifiedTransgenderPerson	Self-identified Transgender Person@en	phase	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — GENIDENT (Gender Identity Response)	2.1.0	2026-03-13	2026-03-23	Transgender Man/Boy is a self-reported gender identity value that combines transgender status with a male identity. Self-identified Transgender Person is the relevant comparison target because it preserves the self-identified transgender side of that meaning. Exact equivalence was rejected because this target does not also capture the man or boy component. Created with support from the Mapping Assistant.	
hrim:F165A084	ncit:C66731	Sex codelist@en	hriv:hasExactMeaning	Not	hrio:SexGenderOutcome	Sex-Gender Outcome@en	type	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	The source codelist allows Female and Male to mean sex, gender, or both, so Sex-Gender Outcome is the closest outcome-level comparison target. Exact equivalence was rejected because UNDIFFERENTIATED is specifically indeterminate sex, while Sex-Gender Outcome also covers non-binary gender. Created with support from the Mapping Assistant.	
hrim:67F3026E	ncit:C66731	Sex codelist@en	hriv:hasExactMeaning	Not	hrio:SexOutcome	Sex Outcome@en	type	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://evs.nci.nih.gov/ftp1/CDISC/SDTM/Archive/SDTM%20Terminology%202025-09-26.pdf	CDISC SDTM Controlled Terminology, 2025-09-26 — SEX (Sex)	2.1.0	2026-03-13	2026-03-23	The source codelist includes an indeterminate sex value, so Sex Outcome is a relevant outcome-level comparison target. Exact equivalence was rejected because the source allows Female and Male to express sex or gender or both, while Sex Outcome is biological sex only. Created with support from the Mapping Assistant.	
hrim:85A62585	hri-fhir-r5:recorded-sex-or-gender-type/sex	Sex (Recorded Sex Or Gender Type)@en	hriv:hasExactMeaning	Not	hrio:Sex	Sex@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://terminology.hl7.org/ValueSet-recorded-sex-or-gender-type.html	Recorded Sex Or Gender Type - HL7 Terminology (THO) v7.1.0 [ValueSet version 2.0.0]	2.1.0	2026-03-13	2026-03-23	The source is a type or classifier entry for recorded sex and gender concepts, not the Sex concept itself. Sex is the relevant comparison target because the label is close, but exact equivalence was rejected because the source is a coding type and Sex is a person-level sex category. Created with support from the Mapping Assistant.	
